,0
0,HMMR
1,CDCA7
2,C14ORF132
3,CAPN8
4,AREG
5,ANP32E
6,KIF2C
7,CENPF
8,PTTG1
9,KIF11
10,LTBP2
11,RACGAP1
12,ZWINT
13,NUF2
14,CCNE2
15,FAM214A
16,ASPM
17,KIF14
18,KIF18A
19,BLM
20,ATAD2
21,EZH2
22,CDKN3
23,CDC20
24,ACTA2
25,OIP5
26,TOP2A
27,KIF4A
28,GINS1
29,CDK1
30,KIF18B
31,NCAPG
32,CCNB1
33,CDCA3
34,MLPH
35,SYTL2
36,CCNA2
37,NUSAP1
38,UHRF1
39,KLF4
40,PBK
41,ZNF367
42,SHCBP1
43,BUB1B
44,FANCI
45,TCF19
46,FAM64A
47,AURKA
48,MELK
49,CKAP2L
50,RRM2
51,PRICKLE2
52,SPC25
53,DEPDC1
54,LMNB1
55,MYBL2
56,NDC80
57,TACC3
58,NEK2
59,DLGAP5
60,FAM72D
61,CPE
62,PSRC1
63,CDC6
64,FAM83D
65,DTL
66,KRT15
67,ASF1B
68,CDCA5
69,KIF15
70,STIL
71,HJURP
72,CDC45
73,ZWILCH
74,PRC1
75,CXCL12
76,PREX1
77,UBE2T
78,CEP55
79,RAD51AP1
80,TPX2
81,CDCA8
82,UBE2C
83,KIF20A
84,MCM2
85,CENPA
86,RNASEH2A
87,KPNA2
88,TRIP13
89,TTK
90,FOXM1
91,TBC1D9
92,CENPE
93,NCAPD2
94,MKI67
95,ITGA3
96,GAS2L3
97,MAD2L1
98,ANLN
99,ANKRD29
