,0
0,HMMR
1,SERPINB5
2,KIF2C
3,CENPF
4,PTTG1
5,KIF11
6,LTBP2
7,RACGAP1
8,ZWINT
9,NUF2
10,CCNE2
11,ASPM
12,KIF14
13,BLM
14,EZH2
15,CDKN3
16,CDC20
17,OIP5
18,ACTA2
19,TOP2A
20,KIF4A
21,GINS1
22,CDK1
23,KIF18B
24,NCAPG
25,CCNB1
26,CDCA3
27,ARHGAP19
28,GPRC5A
29,KIAA0101
30,CCNA2
31,NUSAP1
32,UHRF1
33,KLF4
34,PBK
35,ZNF367
36,BUB1B
37,FANCI
38,FAM64A
39,AURKA
40,MELK
41,RRM2
42,DEPDC1
43,LMNB1
44,MYBL2
45,NDC80
46,TACC3
47,NEK2
48,DLGAP5
49,FAM72D
50,FAM83D
51,RNF150
52,DTL
53,KRT15
54,ASF1B
55,CDCA5
56,SPAG5
57,KIF15
58,HJURP
59,PRC1
60,CXCL12
61,UBE2T
62,CEP55
63,RAD51AP1
64,TPX2
65,CDCA8
66,UBE2C
67,KIF20A
68,CENPA
69,KPNA2
70,TRIP13
71,TTK
72,FOXM1
73,CENPE
74,MKI67
75,GAS2L3
76,MAD2L1
77,ANLN
78,ANKRD29
