,0
0,IFRD2
1,GEMIN5
2,CCND1
3,E2F6
4,SLC9A3R1
5,TPD52L1
6,HMGCS1
7,AHSA1
8,IGFBP4
9,IARS
10,SNHG1
11,PTP4A1
12,TSKU
13,ASS1
14,ABCE1
15,HSPA8
16,NME1
17,DDX21
18,RUVBL1
19,NRIP1
20,SLC25A32
21,MRPS17
22,CEBPB
23,IMP4
24,HSPB8
25,FKBP4
26,NOLC1
27,UBL3
28,MREG
29,DANCR
30,SLC19A2
31,TUBB6
32,RPP40
33,EGR3
34,CRELD2
35,SIAH2
36,WDR12
37,CXCL12
38,HSP90AB1
39,CELSR2
40,TFAP2C
41,FABP5
42,HSPH1
43,CA12
44,DKC1
45,GREB1
46,SLC26A2
47,NPM1
48,PRSS23
49,EMG1
50,PKIB
51,NARS2
52,SNHG16
53,PA2G4
54,MRPS23
55,CTSD
56,C1QBP
57,CCDC86
58,PNPT1
59,PPIF
60,NOP56
61,SRM
62,PFDN2
63,CMSS1
64,IER3
65,SLC3A2
66,SLC7A5
67,RPF2
68,RPL22L1
69,PNP
70,ABAT
71,RBM24
72,SETP4
73,HSPA5
74,CTPS1
75,SLC7A2
76,WDR3
