,0
0,MRPS17
1,CEBPB
2,IMP4
3,NPM3
4,GEMIN5
5,HSPB8
6,SNHG16
7,SLC3A2
8,PA2G4
9,SLC7A5
10,FKBP4
11,RPF2
12,NOLC1
13,MRPS23
14,CTSD
15,UBL3
16,MREG
17,RPL22L1
18,SLC9A3R1
19,TPD52L1
20,DANCR
21,PNP
22,TUBB6
23,C1QBP
24,KRT18
25,EGR3
26,AHSA1
27,IGFBP4
28,CRELD2
29,PFDN2
30,SIAH2
31,IARS
32,ABAT
33,SNHG1
34,HSP90AB1
35,RBM24
36,SETP4
37,PNPT1
38,CELSR2
39,PTP4A1
40,PPM1K
41,HSPA5
42,TSKU
43,TFAP2C
44,ASS1
45,ABCE1
46,EMG1
47,FABP5
48,HSPA8
49,NME1
50,HSPH1
51,DKC1
52,GREB1
53,SLC26A2
54,NPM1
55,CA12
56,GRPEL1
57,PPIF
58,PKIB
59,DDX21
60,RUVBL1
61,TFF1
62,SRM
63,PRSS23
64,NRIP1
