,0
0,PLEKHF2
1,SLC6A14
2,FKBP4
3,IRF2BPL
4,TUBB3
5,RBL2
6,HSPA8
7,PTP4A1
8,NPY1R
9,TCN1
10,PKIB
11,SAT1
12,BASP1
13,SOCS2
14,EGR3
15,BCAS3
16,AREG
17,SGK3
18,HSP90AB1
19,ESR1
20,FDFT1
21,NPM1
22,HSPH1
23,TPBG
24,TUBB6
25,ABCE1
26,XBP1
27,ID2
28,PIK3R3
29,DTX3L
30,SELENBP1
31,HSPE1
32,DHCR7
33,NCOA3
34,ZG16B
35,SUSD3
36,IRX3
37,TMEM150C
38,SYTL2
39,TMC4
40,TPD52L1
41,TSKU
42,PRSS23
43,LXN
44,PGR
45,GPRC5A
46,FAM107B
47,MB
48,HSP90AA1
49,HERPUD1
50,DDX21
51,SYTL5
52,MRPL3
53,FBP1
54,PPM1K
55,HSPB8
56,SLC7A5
57,CELSR2
58,DNAJA1
59,CSTA
60,S100A7
61,KYNU
62,RHOC
63,NPNT
64,CTSD
65,TMEM64
66,GREB1
67,IL20
68,BAMBI
69,TXNIP
70,ACSL3
71,TFF1
72,GPR160
73,DNAJC1
74,CA12
75,SLC3A2
76,SLC26A2
77,MAPK6
78,ATP9A
79,ANXA9
80,SIAH2
