,0
0,THBS1
1,SSPO
2,SOWAHA
3,TOM1L2
4,DLC1
5,LONRF2
6,NAV2
7,RASGRP1
8,TRAK1
9,AQP3
10,TRIM55
11,RHOC
12,NPY1R
13,LRP10
14,AREG
15,PARP14
16,NTN1
17,WBP1
18,MARS
19,MXD4
20,ETS2
21,SLC43A2
22,GFRA2
23,PBXIP1
24,GAD1
25,TXNIP
26,INPP4B
27,TP53INP1
28,ADORA1
29,TMC4
30,CCND1
31,DUSP9
32,YPEL3
33,ANXA9
34,IRX3
35,PTGES
36,ZNF750
37,TEX14
38,SYTL2
39,"BICDL2
"
40,IGF1R
41,PROM2
42,FAM210B
43,PDLIM3
44,MTHFD1L
45,LAMB2
46,SGK223
47,PLEKHA6
48,TBC1D9
49,LXN
50,ZNF423
51,WISP2
52,NYNRIN
53,EPS8L1
54,BLK
55,BTG2
56,ABAT
57,AFAP1L2
58,IL20
59,PADI3
60,HSPB8
61,RET
