,0
0,SALL4
1,CXCL12
2,C1ORF226
3,GALNT4
4,FABP5
5,PIK3R3
6,RBM24
7,LONRF2
8,FAM107B
9,RAPGEFL1
10,RASGRP1
11,MREG
12,CHSY1
13,NOP56
14,IL24
15,S1PR3
16,FAM110C
17,NRIP1
18,EGR3
19,AREG
20,SIAH2
21,RARA
22,SMOX
23,RNF43
24,PMAIP1
25,DOK7
26,KCNK6
27,CCND1
28,BCAR3
29,TIPARP
30,PGR
31,PTGES
32,TPBG
33,SOCS2
34,ZNF750
35,SLC26A2
36,IGFBP4
37,TSKU
38,RCL1
39,IRF2BPL
40,BCL9L
41,JAK2
42,TMA16
43,AEN
44,CHST15
45,SGK223
46,DRD1
47,RBBP8
48,PDZK1
49,SEMA4C
50,ID2
51,ZNF703
52,PGBD5
53,VAT1L
54,HCAR3
55,BTG2
56,SMTNL2
57,WDR43
58,IL20
59,HSPB8
