,0
0,PLEKHF2
1,FKBP4
2,SLC19A2
3,IRF2BPL
4,TUBB3
5,RBL2
6,HSPA8
7,PTP4A1
8,NRIP1
9,NPY1R
10,PKIB
11,E2F6
12,IGFBP4
13,SAT1
14,BASP1
15,SOCS2
16,NOC3L
17,EGR3
18,S1PR3
19,BCAS3
20,HSP90AB1
21,FDFT1
22,NPM1
23,HSPH1
24,TPBG
25,TUBB6
26,ABCE1
27,HSPD1
28,XBP1
29,ID2
30,PIK3R3
31,DTX3L
32,HSPE1
33,PFDN2
34,DHCR7
35,NCOA3
36,MREG
37,TMEM150C
38,SYTL2
39,SPDEF
40,RET
41,CCND1
42,TPD52L1
43,TSKU
44,PRSS23
45,LXN
46,PGR
47,GPRC5A
48,FAM107B
49,MB
50,CXCL12
51,HMGCS1
52,HSP90AA1
53,DDX21
54,LITAF
55,SYTL5
56,MRPL3
57,FBP1
58,HSPB8
59,SLC7A5
60,CTPS1
61,CELSR2
62,DNAJA1
63,CSTA
64,WDR3
65,S100A7
66,KYNU
67,RBM24
68,RRS1
69,TP53INP1
70,NOP56
71,NOP16
72,CTSD
73,ABAT
74,FAM84A
75,TMEM64
76,GREB1
77,BAMBI
78,GEMIN5
79,TXNIP
80,ACSL3
81,GPR160
82,DNAJC1
83,CA12
84,SLC3A2
85,SLC26A2
86,MAPK6
87,FABP5
88,SIAH2
