,0
0,SSPO
1,NAV2
2,IL24
3,RHOC
4,AREG
5,PARP14
6,PSD4
7,SLC43A2
8,INPP4B
9,MAT1A
10,DUSP9
11,ELF3
12,FAM210B
13,APOA1
14,PDZK1
15,HSP90AA1
16,SGSM2
17,PADI3
18,PIK3R3
19,RASGRP1
20,NRIP1
21,LRP10
22,MCF2L
23,MXD4
24,TP53INP1
25,TXNIP
26,GREB1
27,KCNK6
28,PTGES
29,SYTL2
30,IGF1R
31,RPS6KA3
32,LXN
33,SESN3
34,ZNF703
35,TFF1
36,PTK6
37,IL20
38,HES1
39,CBFA2T3
40,LONRF2
41,TRIM55
42,CTSD
43,FCMR
44,TMC4
45,BCAR3
46,SLC2A1
47,ERBB2
48,LAMB2
49,PLEKHA6
50,JAG2
51,BTG2
52,WBP1
53,HSPB8
54,RET
55,CXCL12
56,XBP1
57,TOM1L2
58,THSD4
59,ALDH4A1
60,SLC26A1
61,ACSS3
62,CELSR2
63,RARA
64,OBSL1
65,ADCY5
66,NBEAL2
67,PRSS23
68,SLC29A1
69,CCND1
70,PDLIM3
71,NBEA
72,TBC1D9
73,TFF3
74,PLIN5
75,PARP9
76,ABAT
77,S100A7
