,0
0,HSPE1
1,GEMIN5
2,HSPB8
3,CCND1
4,SLC3A2
5,DHCR7
6,PGR
7,SLC7A5
8,FKBP4
9,CTSD
10,MREG
11,E2F6
12,MAPK6
13,TPD52L1
14,HSP90AA1
15,SLC19A2
16,DNAJA1
17,TUBB6
18,SYTL5
19,HMGCS1
20,TUBB3
21,HSPD1
22,EGR3
23,IGFBP4
24,MRPL3
25,PFDN2
26,SIAH2
27,ABAT
28,CXCL12
29,HSP90AB1
30,RBM24
31,FDFT1
32,CELSR2
33,PTP4A1
34,NPY1R
35,TSKU
36,XBP1
37,ABCE1
38,FABP5
39,HSPA8
40,RET
41,HSPH1
42,CA12
43,GREB1
44,SLC26A2
45,S100A7
46,NPM1
47,TMEM64
48,TPBG
49,NOP56
50,PKIB
51,DDX21
52,CTPS1
53,NOC3L
54,NOP16
55,RRS1
56,WDR3
57,PRSS23
58,NRIP1
