,0
0,BRINP2
1,UTP20
2,DOK7
3,CAP2
4,RERG
5,PUS7
6,GEMIN5
7,HSPB8
8,CCND1
9,RBBP8
10,MRTO4
11,SLC3A2
12,SLC7A5
13,FKBP4
14,NAB2
15,ZPR1
16,CBFA2T3
17,SLC16A1
18,CTSD
19,LYAR
20,MREG
21,E2F6
22,TPD52L1
23,SLC19A2
24,TUBB6
25,HMGCS1
26,PDZK1
27,EGR3
28,IGF1R
29,IGFBP4
30,PFDN2
31,WDR43
32,SIAH2
33,ABAT
34,CXCL12
35,HSP90AB1
36,SSR3
37,RBM24
38,RARA
39,SLC29A1
40,CELSR2
41,SLC6A14
42,PTP4A1
43,PPM1K
44,MAK16
45,TMPRSS3
46,TSKU
47,PRMT3
48,ABCE1
49,TIPARP
50,FABP5
51,HSPA8
52,PPM1E
53,HSPH1
54,CA12
55,GREB1
56,MPPED2
57,SLC26A2
58,NPM1
59,ADCY9
60,LONRF2
61,NOP56
62,RAPGEFL1
63,DDX21
64,PKIB
65,BRIX1
66,TFF1
67,CTPS1
68,NOP2
69,WDR3
70,PRSS23
71,NRIP1
72,AREG
