,0
0,ATF3
1,FAM46B
2,FOSB
3,VTCN1
4,ADAMTS1
5,IRX1
6,WISP1
7,PGR
8,PEG3
9,PLAT
10,MATN3
11,ZFP36
12,F3
13,CYR61
14,PDZK1
15,DAAM2
16,RASSF6
17,CMPK2
18,CSRNP1
19,NTRK2
20,EGR1
21,FOS
