,0
0,FZD1
1,EGF
2,CCND1
3,FZD7
4,JAG2
5,FGF2
6,TCF7L1
7,KIT
8,TCF7L2
9,IGF1
10,PIK3R1
11,FGF1
12,FOS
13,PGR
