,0
0,RRM2
1,CXCL12
2,TOP2A
3,UBE2T
4,CEP55
5,KIF4A
6,GINS1
7,CRACR2B
8,CDKN3
9,LMNB1
10,CDK1
11,NCAPG
12,TPX2
13,DEPDC1
14,MYBL2
15,NDC80
16,TACC3
17,CCNB1
18,DLGAP5
19,CDCA3
20,UBE2C
21,CTPS1
22,KIF2C
23,CENPF
24,KIF20A
25,PTTG1
26,CENPA
27,KIF11
28,FAM83D
29,RACGAP1
30,ZWINT
31,KPNA2
32,SOCS2
33,KIAA0101
34,CKS2
35,TRIP13
36,ASF1B
37,CDCA5
38,SERHL2
39,IFFO2
40,TTK
41,FOXM1
42,CCNA2
43,KIF15
44,NUSAP1
45,HJURP
46,UHRF1
47,TLE2
48,FKBP5
49,PBK
50,RAB26
51,ZNF367
52,BUB1B
53,CENPE
54,CSTA
55,HMGB3
56,KIF14
57,EFHD1
58,CDC20
59,FANCI
60,MKI67
61,BLM
62,JAG2
63,FAM64A
64,GAS2L3
65,MAD2L1
66,AURKA
67,ANLN
68,EZH2
69,MELK
70,PRC1
