,0
0,SERPING1
1,GAS6
2,ITIH5
3,CITED1
4,APCDD1
5,ART3
6,NFIB
7,PIGR
8,MYH11
9,DUSP6
10,TSPAN8
11,CFD
12,DCN
13,COL5A2
14,CLU
15,ADIPOQ
16,ELF5
17,PLIN4
18,LEP
19,MYLK
20,PTRF
21,GSTM1
22,TAGLN
23,LTBP2
24,COX6C
25,ZWINT
26,NPY
27,PDK4
28,SOCS2
29,FMO1
30,SOX10
31,THRSP
32,FXYD1
33,PLTP
34,LTF
35,CAV1
36,F3
37,TFAP2C
38,HMOX1
39,MIA
40,GAS1
41,GPX3
42,ACTA2
43,IGJ
44,RBP4
45,GJB2
46,IGFBP6
47,GHR
48,AOC3
49,CIDEA
50,IGKC
51,CSRP1
52,FCGBP
53,KIT
54,C3
55,XDH
56,SDPR
57,PPARG
58,CDO1
59,SGCE
60,COL11A1
61,PIK3R1
62,LPL
63,ANGPTL2
64,DPT
