,0
0,RRM2
1,HMMR
2,CXCL12
3,TOP2A
4,UBE2T
5,CEP55
6,KIF4A
7,GINS1
8,CDKN3
9,RAD51AP1
10,LMNB1
11,CDK1
12,NCAPG
13,TPX2
14,DEPDC1
15,MYBL2
16,NDC80
17,TACC3
18,CCNB1
19,NEK2
20,DLGAP5
21,CDCA3
22,UBE2C
23,FAM72D
24,ARHGAP19
25,SERPINB5
26,KIF2C
27,CENPF
28,KIF20A
29,PTTG1
30,CCND1
31,CENPA
32,KIF11
33,FAM83D
34,LTBP2
35,RACGAP1
36,ZWINT
37,GPRC5A
38,KPNA2
39,RNF150
40,DTL
41,KIAA0101
42,KRT15
43,TRIP13
44,ASF1B
45,CDCA5
46,NUF2
47,CCNE2
48,TTK
49,FOXM1
50,CCNA2
51,KIF15
52,NUSAP1
53,HJURP
54,UHRF1
55,KLF4
56,PBK
57,ASPM
58,ZNF367
59,BUB1B
60,CENPE
61,KIF14
62,CDC20
63,FANCI
64,MKI67
65,BLM
66,ANKRD29
67,FAM64A
68,GAS2L3
69,MAD2L1
70,AURKA
71,ANLN
72,EZH2
73,MELK
74,PRC1
75,ACTA2
