,0
0,RRM2
1,HMMR
2,TOP2A
3,UBE2T
4,CEP55
5,KIF4A
6,GINS1
7,ELOVL7
8,CDKN3
9,RAD51AP1
10,LMNB1
11,CDK1
12,NCAPG
13,TPX2
14,DEPDC1
15,NDC80
16,MYBL2
17,TACC3
18,CCNB1
19,NEK2
20,DLGAP5
21,CDCA3
22,UBE2C
23,FAM72D
24,ARHGAP19
25,KIF2C
26,CENPF
27,KIF20A
28,CCND1
29,CENPA
30,KIF11
31,FAM83D
32,LTBP2
33,RACGAP1
34,PDK4
35,KPNA2
36,RNF150
37,KRT15
38,ASF1B
39,TRIP13
40,CDCA5
41,NUF2
42,TTK
43,FOXM1
44,CCNA2
45,PDLIM3
46,KIF15
47,HJURP
48,UHRF1
49,PBK
50,ASPM
51,KIF14
52,BUB1B
53,CENPE
54,HMGB3
55,CDC20
56,FANCI
57,BLM
58,FAM64A
59,GAS2L3
60,MAD2L1
61,AFAP1L2
62,AURKA
63,ANLN
64,MELK
65,FOS
66,PRC1
67,ACTA2
