,0
0,PRKCA
1,RAF1
2,MUC4
3,BAX
4,PTK2
5,MTOR
6,MAP2K1
7,SHC1
8,STAT5A
9,AKT1
10,CDKN1A
11,CAV1
12,BRAF
13,MMP9
14,STAT3
15,GSK3B
16,CDK4
17,CDK2
18,MAPK3
19,MMP2
20,SRC
21,RAB25
22,MMP3
23,MAPK1
24,BCL2
25,MYC
26,FOS
27,FOXO3
28,STAT1
29,CTNNB1
30,PIK3CA
31,HDAC1
32,PTEN
33,SP1
34,CCND1
35,JAK2
36,PIK3R1
37,MDM2
38,MMP7
39,JUN
40,SMAD3
41,CCNE1
42,PELP1
43,SMAD7
44,TP53
45,SMAD4
46,PDPK1
