,0
0,CDH1
1,MYC
2,VEGFA
3,MMP9
4,CCNB1
5,FOS
6,MMP7
7,JUN
8,GSK3B
9,CDK4
10,CTNNB1
11,MMP2
12,MMP3
13,AKT1
14,RHOA
15,CCND1
