,0
0,AQP3
1,SDC2
2,ID4
3,ANXA3
4,NUDT16P1
5,PRSS1
6,REEP1
7,MAOA
8,FUT3
9,RAB3B
10,SLC39A8
11,C3ORF14
12,AIM1
13,TP63
14,STC1
15,HBB
16,TSLP
17,ZIC1
18,TMEM98
19,NUPR1
20,HPGD
21,DNASE2B
22,GSTT1
23,TNS4
24,ATP1A2
25,ACE2
26,PSPH
27,MMP10
28,VTCN1
29,CXCR6
30,ENPP5
