,0
0,MAOA
1,SLC27A6
2,KRT17
3,S100P
4,CITED1
5,PROL1
6,PRAME
7,ZNF385B
8,CRACR2B
9,AKR1C3
10,VTCN1
11,BMPR1B
12,ZBTB16
13,MATN2
14,TMEM98
15,EDN3
16,CX3CL1
17,ANXA3
18,SERPINB5
19,DIRAS3
20,EYA2
21,SCUBE2
22,NTN4
23,DUSP4
24,CRIM1
25,HBB
26,SYNM
27,ZNF204P
28,PGR
29,PROM1
30,AKR1B10
31,PEG3
32,FMO1
33,OLFM4
34,STC2
35,CXCL10
36,ID4
37,NRN1
38,KRT6B
39,SERHL
40,PHYHD1
41,TCN1
42,HOXA9
43,WIF1
44,CALML3
45,MIA
46,C9ORF152
47,TSPAN6
48,KCTD14
49,STEAP2
50,SCGB2A1
51,PDZK1
52,RAB26
53,TIMP4
54,TAC1
55,RNF128
56,EGFLAM
57,OXTR
58,CYP26A1
59,ADAMDEC1
60,NLRP2
61,FAM189A2
62,FCGBP
63,XDH
64,RARRES1
65,NTF4
66,ALOX15B
67,COL2A1
68,ZNF662
69,HPGD
70,GABRP
