,0
0,ERAP1
1,RAB3B
2,STC1
3,OSBPL1A
4,INTU
5,SGK3
6,LRIG1
7,SCML2
8,TAPT1
9,SLCO4A1
10,SEMA3C
11,HSPB8
12,SLC45A4
13,PYGL
14,FDFT1
15,BEND3
