,0
0,IDH1
1,FAM3D
2,ERICH2
3,CGA
4,GLDC
5,SLCO4A1
6,F13A1
7,GJB1
8,PPP1R2
9,AFAP1-AS1
10,RASGRF1
11,ZIC2
12,CCDC74A
13,PSPH
14,DIRAS3
15,CD79A
16,KRT86
17,LOC100506974
18,CRIM1
19,ANO3
20,LOC100130458
21,SLC1A1
22,TMEM64
23,COL9A2
24,CNTNAP2
25,SDC2
26,ZNF204P
27,ITFG1
28,CRISP2
29,FMO1
30,CAPSL
31,PCLO
32,ID4
33,PRSS1
34,TRIM16
35,RHOBTB3
36,TIMP4
37,KRT23
38,PLA2G3
39,AADAC
40,UBE2QL1
41,BEND3
42,EFCAB7
43,CD163L1
44,ARC
45,LDLR
46,UBXN10
47,ZNF558
48,LINC00525
49,TMEM45B
50,ABCB4
51,UBASH3B
52,ZBTB16
53,GP2
54,KIAA1467
55,DDO
56,IL6
57,GPRC5B
58,FBXL7
59,IL17RB
60,"LOC102723517
"
61,TSPAN5
62,IRS1
63,HOXB13
64,PCDHB2
65,APC2
66,PCDHB16
67,CEL
68,CAPN9
69,DPP4
70,ACTC1
71,STC1
72,"LOC84214
"
73,GRIK1-AS1
74,HOXA10
75,RASEF
76,SLC15A2
77,ANXA8
78,PGS1
79,AKR1C3
80,WFDC2
81,SIX1
82,PCGF2
83,TMEM176A
84,GRIN2C
85,GPR171
86,CLIC6
87,CYP2S1
88,USP53
89,DCAF6
90,PLEKHS1
91,PCDH19
92,SLC1A4
93,AMY1A
94,MRPS18C
95,SEMA6A
96,ENDOD1
97,RDH16
98,CCL2
99,SPATA6L
100,TERC
101,HS6ST2
102,EAF2
103,CXCR1
104,RIMS4
105,IL23A
106,ZNF605
107,MAGEB2
108,RHCE
109,RAMP1
110,HSPB8
111,GGH
112,SLC27A6
113,CHI3L2
114,RHAG
115,PNMAL1
116,CITED1
117,OTOR
118,CRACR2B
119,NPY1R
120,MATN2
121,GCNT1
122,TCFL5
123,HBB
124,MAGEC2
125,NR2F2
126,NUDT16P1
127,GPR162
128,ATP2A3
129,SLC47A1
130,GLRX
131,CACNG1
132,SCGB2A1
133,RAB26
134,TRIM63
135,ALKBH3
136,AS3MT
137,COL2A1
138,AIM1
139,AFF3
140,KRT17
141,OSBPL1A
142,S100P
143,HOXC10
144,KIF12
145,ACE2
146,COL9A3
147,ANXA3
148,HAVCR1P1
149,LRIG1
150,SCUBE2
151,LINC00472
152,LCN2
153,CNR1
154,MAEL
155,GLYATL1
156,LEF1
157,AATK
158,GLRB
159,DRD1
160,PDZK1
161,HAS1
162,PIR
163,MYBL1
164,FCRL3
165,RARRES1
166,DUSP26
167,HIST1H2AG
168,CDH18
169,CEACAM1
170,HS3ST2
171,ATHL1
172,CD55
173,REEP1
174,NRBP2
175,PROL1
176,MLLT3
177,HIGD1A
178,HOXD8
179,SRD5A3
180,MRPS6
181,TMEM98
182,CHST8
183,CHRNA1
184,KRT6B
185,GABRB3
186,PTPRK
187,CALM1
188,CLEC4E
189,ABCC8
190,BAMBI
191,FABP6
192,NDP
193,NDST3
194,CHDH
195,NPTX1
196,GALNT16
197,CLCA2
198,OAS1
199,KLHL35
200,ADCYAP1
201,SLC7A5
202,CRMP1
203,AOC1
204,ENPP5
205,SLC2A14
206,NDST4
207,GRAMD1C
208,SV2B
209,SLC5A11
210,SEC61G
211,DOK2
212,CDX1
213,VTCN1
214,UGT2B15
215,DIO1
216,INA
217,PLCE1
218,GUCY2D
219,TMEM150C
220,ICOS
221,PEG3
222,OSR2
223,HOOK1
224,ACMSD
225,LAMP5
226,ANO2
227,SCGB1D1
228,TCN1
229,FAM225A
230,CACNA1H
231,MUC15
232,FZD6
233,C3ORF52
234,LYPD6
235,DCD
236,EGFLAM
237,FAM189A2
238,CTNND2
239,SOX13
240,DTX1
241,ALX3
242,TUSC3
243,HLA-DQA2
244,TEKT3
245,FZD3
246,PRAME
247,ZMYND12
248,RASA2
249,ACSS3
250,TP63
251,CXCL11
252,MMP10
253,GSTT1
254,ATP13A5
255,CX3CL1
256,C3ORF14
257,SAA2-SAA4
258,SLC39A8
259,ITGB4
260,FUT3
261,MAGEA4
262,SRL
263,UGDH
264,C9ORF24
265,S100A2
266,PTGER3
267,SEMA4G
268,NUPR1
269,NMNAT2
270,ERAP1
271,THNSL2
272,CDC14A
273,SCML2
274,KCNK17
275,ST6GALNAC2
276,N4BP3
277,FBXO16
278,C9ORF152
279,TSPAN6
280,STEAP2
281,ELFN2
282,IL1R2
283,ABCA12
284,LRP2
285,CDCA7
286,IL18RAP
287,DTNA
288,DSCR8
289,NKG7
290,HIST1H4I
291,LHX1
292,PKIA
293,MAP7D2
294,PRKAA2
295,LRFN2
296,ERRFI1
297,SERPINB5
298,SGCG
299,C21ORF59
300,SPAG6
301,HOMER2
302,SLC7A11
303,MCM10
304,DCDC5
305,SEPP1
306,CRYM
307,PDZRN3
308,BCL11B
309,SYTL4
310,SERHL
311,BDH1
312,SGPP2
313,SLC13A4
314,CXCL14
315,MLXIPL
316,CCDC74B
317,RNF128
318,CHGA
319,PROZ
320,NTF4
321,ALOX15B
322,TMEM91
323,MAGEA5
324,ACYP2
325,MTHFD2
326,TDRD12
327,FAM46A
328,SARM1
329,TNS4
330,FAM198A
331,HLA-G
332,PAX8-AS1
333,RAD21
334,RAB3B
335,TRIM48
336,SERPINA5
337,FBXO32
338,LPPR1
339,SLC17A9
340,AKR1B10
341,CYP4B1
342,OLFM4
343,MARC1
344,AQP5
345,KCTD14
346,ARHGAP44
347,LINC00993
348,HRASLS5
349,ZBTB32
350,SPAG4
351,SQSTM1
352,RTN2
353,LINC00654
354,PLBD1
355,MAGEA12
356,S100A16
357,FRMPD3
358,S100A8
359,MPZL3
360,STK38L
361,ZNF385B
362,MAGEA8
363,MAGEA11
364,RIMKLA
365,EIF1AY
366,FAM184B
367,DBN1
368,BPIFB1
369,CAMP
370,CALML5
371,DNAH5
372,BCAR3
373,CCL3L3
374,CDC6
375,ZIM2
376,FAM3B
377,MYOC
378,CXCL3
379,ARHGEF3
380,NLGN4X
381,FARP1
382,MTHFD1L
383,GNG12
384,PYGL
385,TMEM139
386,FAM83H
387,COL27A1
388,CNTFR
389,CYP2A7P1
390,DDC
391,USP35
392,OXTR
393,CYP26A1
394,GZMH
395,SLC6A16
396,SMA5
397,SLC45A4
398,B3GNT7
399,PHYHD1
400,GATA4
401,HOXC11
402,CST9
403,XBP1
404,DNASE2B
405,NELL2
406,MYT1L
407,ATP8A1
408,FOXD1
409,NPY5R
410,KIF25-AS1
411,ITGA2
412,DAPL1
413,CRYZ
414,PTGDR
415,PFKP
416,MGAT4B
417,ISG20
418,SPIN1
419,HOXB2
420,CACNA1D
421,GRIA3
422,FAM155A
423,STC2
424,CXCL10
425,CCL18
426,MAL2
427,TNFAIP8
428,HOXA9
429,RMST
430,KRT7
431,FGF13
432,FBXO2
433,TRAPPC2L
434,FANCE
435,FAM110B
436,CACNA1I
437,ZP2
438,CPAMD8
439,LIN7A
440,DNAH17
441,CRABP2
442,CAB39L
443,STOM
444,XDH
445,RNF183
446,ZNF662
447,PGRMC1
448,TMEM101
449,C1ORF64
450,PNO1
451,AREG
452,EDN3
453,INTU
454,MGAT5B
455,CCL13
456,GRIA2
457,EYA2
458,CHPT1
459,LINC01426
460,SPECC1
461,ZFP2
462,QPRT
463,MYRIP
464,PROM1
465,GJB6
466,NRN1
467,FAM198B
468,WIF1
469,NCAM1
470,GPC4
471,IL19
472,ATP1A2
473,NCAM2
474,TAC1
475,ZER1
476,ZNF185
477,FCGR2B
478,RPL23
479,ZBTB18
480,RTN1
481,TAPT1
482,ADAMDEC1
483,UPK1A
484,SERPINI1
485,GABRP
486,ERO1L
487,SEMA3C
488,LCT
489,GBP5
490,ATP8A2
491,BMPR1B
492,FDFT1
493,TRH
494,MMD
495,KIF5C
496,SOX9
497,C4BPB
498,LILRA4
499,ATP8B3
500,PLEKHG4
501,NPFFR2
502,IRF5
503,MGAM
504,PGLYRP2
505,NANOS1
506,CCL8
507,MIA
508,SLAMF8
509,SLC41A2
510,LINC00938
511,NLRP2
512,CCL23
513,FCGBP
514,RADIL
515,CXCR6
516,TMPRSS3
517,CHMP7
518,HPGD
519,SRD5A2
520,SGK3
521,RAB38
522,LINC00473
523,LONRF2
524,KLK11
525,CA9
526,SH2B2
527,TCL1A
528,CFB
529,RFX2
530,INIP
531,AQP9
532,TYRP1
533,RNPEP
534,AHRR
535,ACAP2
536,MMP3
537,DHRS2
538,DUSP4
539,ABCC11
540,ST3GAL4
541,SYNM
542,ZC4H2
543,MYO5C
544,LRRC6
545,ADM
546,PPP1R14D
547,RPL37
548,TAF7
549,MFAP3
550,CALML3
551,DCBLD2
552,SLC29A2
553,PDLIM5
554,IFT80
555,ZIC1
556,HOXC4
557,CECR1
558,LRP1B
559,TDO2
