,0
0,PRKCA
1,RAF1
2,BAX
3,MTOR
4,MAP2K1
5,SHC1
6,STAT5A
7,AKT1
8,GRB2
9,STAT3
10,GSK3B
11,IRS1
12,MAPK3
13,SRC
14,MAPK1
15,BCL2
16,MYC
17,FOS
18,FOXO3
19,CTNNB1
20,PIK3CA
21,JAK2
22,MDM2
23,JUN
24,TP53
25,PDPK1
