,0
0,MAPK1
1,SHC1
2,BAX
3,MAP2K1
4,PIK3CA
5,PRKCA
6,CTNNB1
7,MYC
8,RAF1
9,MAPK3
10,STAT3
11,MDM2
12,MTOR
13,BCL2
14,PDPK1
15,AKT1
16,SRC
17,JAK2
18,GRB2
19,TP53
20,JUN
21,STAT5A
22,FOXO3
23,FOS
24,GSK3B
