,0
0,ATF3
1,APOD
2,CXCL12
3,TNN
4,KRT17
5,GEM
6,PROL1
7,PDGFD
8,PDLIM1
9,FOSB
10,AZGP1
11,MYH11
12,EGR3
13,SPRY2
14,ANXA8
15,WLS
16,GOLGA8B
17,PELI1
18,ROPN1B
19,TSPAN8
20,DCN
21,ADAMTS1
22,DLK1
23,MXI1
24,SCUBE2
25,BBOX1
26,SAA2
27,ELF5
28,SCGB2A2
29,SLC6A14
30,MGP
31,MYLK
32,KRT14
33,EGR2
34,ARL4A
35,SYNM
36,PROM1
37,SLPI
38,PEG3
39,SOCS2
40,KRT15
41,ST5
42,ANXA1
43,STC2
44,ID4
45,EGF
46,KRT6B
47,WIF1
48,HOXA9
49,TCN1
50,LTF
51,PIP
52,TFAP2C
53,CYR61
54,KLF4
55,PDZK1
56,ALDH1A3
57,CSTA
58,AMIGO2
59,FZD7
60,MMP7
61,OXTR
62,GABRP
63,RGS2
64,KIT
65,SPARCL1
66,EGR1
67,SOSTDC1
68,FOS
69,MYBPC1
70,ACTA2
