,0
0,XAB2
1,CXCR5
2,P2RY8
3,NFKB2
4,PAX5
5,INPP5D
6,BTG1
7,EVL
8,DENND1C
9,KLF13
10,STX11
11,TYK2
12,ITGAL
13,TYMP
14,TMC8
15,STAT6
16,GLTSCR2
17,RELT
18,ANAPC2
19,LIMD2
20,CCDC88B
21,ARHGEF2
22,RNASET2
23,REXO1
24,SH3BP1
25,CCM2
26,SYNGR2
27,NFKB1
28,STIM1
29,FHOD1
30,APBB1IP
31,ITPKB
32,MAP4K2
33,ABCA7
34,JUND
35,FERMT3
36,MGAT1
37,DBNL
38,RUNX3
39,CD22
40,CLEC17A
41,RAC2
42,PARVG
43,ARHGAP4
44,PTPRCAP
45,SYVN1
46,VAV1
47,DNM2
48,BLK
49,STK40
50,NUP210
51,EHBP1L1
52,DOK3
53,LCP1
54,PPP1R16B
55,DENND4B
56,C17ORF62
57,DEF6
58,PBXIP1
59,CYBA
60,TAGAP
61,PPP1R9B
62,RHOG
63,MEF2D
64,MKNK2
65,MYO1G
66,WDFY4
67,JAK3
68,TMC6
69,MYO9B
70,EHD1
71,ARHGAP30
72,GMIP
73,CSK
74,TICAM1
75,PLEKHA2
76,TLN1
77,IKZF3
78,PDCD1
79,PACS1
80,FGD3
81,PIM3
82,ARHGEF1
83,MOB3A
84,RCSD1
85,SF1
86,PPP6R1
87,LYN
88,GRK6
89,USF2
90,TCF7
91,RASSF5
92,CLASRP
93,NCKAP1L
