,0
0,CACYBP
1,ADM
2,SFN
3,SDCBP
4,FOXA1
5,SNRPD3
6,HSPA8
7,RPS18
8,NRIP1
9,KPNA2
10,EIF6
11,ARMCX6
12,SLIRP
13,PKIB
14,SAT1
15,CCDC47
16,IRF9
17,GLA
18,PSAP
19,RPL22L1
20,ETFA
21,ARNT2
22,NPM1
23,ACTB
24,HADHB
25,ABCE1
26,RAN
27,STIP1
28,NOLC1
29,NOP10
30,BOLA2
31,HSPE1
32,PFDN2
33,CMC2
34,NTN4
35,AMD1
36,NAA20
37,SNHG16
38,TSPAN13
39,RPS3A
40,DKK1
41,DBI
42,DCTPP1
43,TPD52L1
44,SEPP1
45,ILF2
46,TMSB10
47,STARD10
48,EFNA1
49,ACTR3
50,IFITM1
51,FAM102B
52,DANCR
53,TCERG1
54,HSP90AA1
55,TRIM37
56,DHCR24
57,MRPL3
58,PPIB
59,DCAF6
60,HIST1H2BD
61,AHSA1
62,CELSR2
63,HIF1A
64,SGCG
65,GCSHP5
66,TMBIM6
67,CSTA
68,HNRNPAB
69,ADIPOR2
70,MRPL36
71,LOC100129361
72,RBM24
73,MYO1B
74,COMT
75,MYL12B
76,PSMD12
77,PRMT1
78,NHP2
79,GTF3A
80,EIF3CL
81,NQO1
82,CYCS
83,TMEM147
84,PAICS
85,MRPL14
86,COX7A2
87,ASS1
88,TFAP2C
89,PDIA6
90,SSB
91,UBE2M
92,PRPF4
93,TFRC
94,RRM2
95,BOLA3
96,DHRS2
97,EEF1A1
98,TOMM6
99,DDIT4
100,PLEKHF2
101,PSMD14
102,TMSB4X
103,IRF2BPL
104,UBC
105,SLC25A5
106,SLC9A3R1
107,PNPT1
108,CERS2
109,RANBP1
110,KRT18
111,LYSMD2
112,SOCS2
113,FAM84B
114,SETP4
115,TPBG
116,EMG1
117,PIK3R3
118,VIMP
119,TMEM59
120,DHCR7
121,RXRA
122,NCOA3
123,IFITM3
124,ETF1
125,CCT6A
126,RPS26
127,RPL8
128,EIF3D
129,SYTL2
130,RAD51C
131,DKC1
132,TMEM30A
133,S100A16
134,POLR3K
135,PRMT5
136,EPCAM
137,OSBPL9
138,TSTD1
139,LXN
140,RFX5
141,SERF2
142,PGR
143,YPEL5
144,SMIM15
145,RPF2
146,CIB1
147,ATP1B1
148,PRC1
149,ATP1B3
150,DDX21
151,PA2G4
152,ALYREF
153,UBL3
154,BRIP1
155,SERPINA3
156,GPD1L
157,HSPB8
158,SLC7A5
159,PHB2
160,GRB14
161,TUBA1A
162,S100A7
163,HIST1H2AC
164,KLHDC2
165,HMGN2
166,CKS2
167,RPL37A
168,GBAS
169,NDUFAF2
170,DSTN
171,ABAT
172,TKT
173,BANF1
174,SNRNP25
175,VDAC1
176,GREB1
177,FAU
178,FTH1P5
179,PNP
180,GEMIN5
181,MLPH
182,S100P
183,"ND2
"
184,CDH3
185,MAL2
186,CRELD2
187,CA12
188,ZFP36L2
189,SLC3A2
190,NSA2
191,MAPK6
192,FABP5
193,SIAH2
194,BLVRB
195,GCH1
196,GTF2IP1
197,CXXC5
198,TOMM5
199,CDKN1B
200,PTP4A1
201,SNHG1
202,ENO1
203,PABPC3
204,MRPS23
205,NPY1R
206,SMIM14
207,STOM
208,UBE2S
209,TPT1
210,NOP58
211,BASP1
212,B2M
213,DDR1
214,RPL5
215,PNRC1
216,PPIF
217,RNASEH2A
218,HSPH1
219,PRMT6
220,CYC1
221,PRELID1
222,MORF4L1
223,NME1
224,IMP4
225,C2ORF69
226,MREG
227,TMEM150C
228,HILPDA
229,RET
230,TSKU
231,ZNF217
232,SLC38A2
233,S100A10
234,CCT7
235,PBK
236,ADIRF
237,LRP11
238,UBE2C
239,MB
240,ABHD17C
241,CDK1
242,MRPL16
243,PSMC3
244,PSMB5
245,ACTG1
246,CS
247,TACSTD2
248,PRKAR1A
249,MYO6
250,IARS
251,DYNLT3
252,CKMT1A
253,OSTC
254,TIMM10
255,USMG5
256,REEP5
257,RAB31
258,C20ORF24
259,CTSD
260,EIF4A1
261,PPP1R3C
262,KRT19
263,TMEM64
264,KARS
265,RPL31
266,ISCU
267,MRPS17
268,YBX1
269,TXNIP
270,POLR2G
271,MRPL15
272,GPR160
273,DNAJC1
274,COA4
275,SLC26A2
276,SRM
277,CCT3
278,EEF2
279,SNRPF
280,ARL6IP1
281,SLC12A2
282,MARCKSL1
283,FKBP4
284,TUBB3
285,RBL2
286,ID1
287,NUP107
288,PPP3CA
289,RPLP0
290,IGFBP4
291,UBE2T
292,C12ORF57
293,GSTM3
294,CCT2
295,EGR3
296,ATP5E
297,CKS1B
298,CD63
299,BCAS3
300,HSP90AB1
301,FDFT1
302,CCNG1
303,TUBB6
304,TUBB4B
305,FBL
306,DSP
307,ID2
308,H1F0
309,ID3
310,DTX3L
311,PSME1
312,CLU
313,BTG1
314,PHB
315,ISG15
316,GATA3
317,CD24
318,ADRM1
319,WSB2
320,CEBPB
321,PRSS23
322,IFIT1
323,GPRC5A
324,RUVBL1
325,DPM1
326,SRSF2
327,TUBB
328,LITAF
329,MYEOV2
330,SYTL5
331,VMP1
332,FBP1
333,C1QBP
334,DNAJA1
335,CHCHD10
336,NME7
337,VDAC2
338,KYNU
339,PPT1
340,RRS1
341,NOL11
342,CCNG2
343,RPS17
344,AIMP2
345,EIF5
346,COX2
347,CCT5
348,GABARAPL2
349,MAD2L1
350,TUBA1C
351,HSPA5
352,BAMBI
353,ACSL3
354,CAPNS1
355,TXNRD1
356,SF3B5
357,LDHA
358,SLC35A1
