0
RARA
NFKB1
EMP1
IER3
NEDD9
STAT1
BTG2
HSPB1
NFKB2
MLF2
PRKCSH
NCOA3
RUNX3
AFF3
NFKBIA
NR3C1
NFKBIZ
TRIB1
LYN
KLF6
