0
PLXND1
SGK1
HMOX1
COL4A2
DLC1
RELB
NAV2
CLU
SDC4
TRIO
ETS2
MYC
SOX9
PMP22
PRKCSH
DUSP5
TRIB1
TGFB1
TGFBI
KLF4
