,0
0,EIF4A2
1,EEF2
2,RPL26
3,TUBA1B
4,GTF2IP1
5,RPS13
6,TMSB4X
7,HMGN1
8,HLA-A
9,SLC6A14
10,SLC39A6
11,SNRPD2
12,AGR2
13,FOXA1
14,SDCBP
15,HSPA8
16,SLC25A5
17,RPS18
18,RPL36A
19,GAPDH
20,PLK2
21,SUMO2
22,PABPC3
23,HEBP1
24,HSPB1
25,TMA7
26,NPY1R
27,CST3
28,HSPA1A
29,KRT18
30,BASP1
31,B2M
32,GSTM3
33,RPL23A
34,DDR1
35,ATP5E
36,GDI2
37,CD63
38,NACA
39,HSP90AB1
40,NPM1
41,RSL24D1
42,TPBG
43,TCEAL4
44,CDH1
45,TUBB4B
46,RAN
47,XBP1
48,H1F0
49,UQCRH
50,DSP
51,TMEM59
52,YWHAQ
53,DYNLL1
54,GABARAP
55,ARL6IP5
56,PSME1
57,BTG1
58,UBA52
59,PPIA
60,RPS26
61,GATA3
62,CD24
63,RPL17
64,EIF3D
65,IER3
66,MT1X
67,HINT1
68,CEBPB
69,TPD52L1
70,TCEAL1
71,S100A10
72,MIF
73,TMSB10
74,RPL6
75,ADIRF
76,SH3YL1
77,EFNA1
78,RPL39
79,CD99
80,LAPTM4B
81,HSP90AA1
82,TUBB
83,HERPUD1
84,PSMB5
85,RPL9
86,STUB1
87,MT2A
88,NACAP1
89,MRPL3
90,PPIB
91,PEG10
92,SERPINA3
93,TACSTD2
94,MDH1
95,VAMP8
96,RPS27
97,TMBIM6
98,C6ORF211
99,MFSD1
100,TM9SF2
101,HIST1H2AC
102,KLHDC2
103,CREG1
104,VDAC2
105,PPT1
106,SLC38A1
107,CCNG2
108,AMIGO2
109,MYL12B
110,RHOC
111,REEP5
112,RPL18AP3
113,CDK2AP1
114,PRDX4
115,DSTN
116,NME1-NME2
117,MTCH1
118,CCT5
119,PPP1R3C
120,CYCS
121,RPLP1
122,TUBA1C
123,PSMA1
124,CDIPT
125,KIAA0101
126,MLPH
127,YBX1
128,RPS15
129,TXNIP
130,COX6C
131,ANXA2
132,HMGN3
133,RPL11
134,CDH3
135,CAPNS1
136,NPTN
137,CA12
138,FTL
139,TFRC
140,RPL4
141,ANXA5
142,RPSA
143,OAZ1
144,VPS28
145,H3F3AP4
