,0
0,EIF4A2
1,EEF2
2,"RSRP1
"
3,TUBA1B
4,COL5A2
5,APOC1
6,MARCKSL1
7,LAMP1
8,ZWINT
9,H3F3B
10,HSPA8
11,LUM
12,RPS2
13,CALM2
14,POSTN
15,IGKC
16,CITED1
17,CST3
18,KIT
19,HSPA1A
20,KRT18
21,BASP1
22,RGCC
23,CHPT1
24,NCL
25,B2M
26,CFL1
27,RPL13A
28,NACA
29,HSP90AB1
30,H2AFZ
31,UQCRB
32,RPL41
33,RAN
34,XBP1
35,MYH11
36,H1F0
37,UQCRH
38,CFD
39,TMEM59
40,YWHAQ
41,RPS19
42,MKNK2
43,CD9
44,ATP1A1
45,ZFP36L1
46,ACTA2
47,RPL34
48,PPIA
49,NDRG1
50,RPS26
51,GATA3
52,RARRES2
53,C4A
54,IER3
55,DBI
56,HINT1
57,CEBPB
58,DPT
59,PABPC1
60,TPD52L1
61,S100A10
62,TRIM28
63,RPL6
64,CD81
65,AHNAK
66,DCN
67,RPS6
68,ATP1B3
69,HTRA1
70,RPL37
71,TPM1
72,CSRP1
73,S100A6
74,RNASE4
75,SOX4
76,GNAS
77,VAMP8
78,IER2
79,HIF1A
80,RPS23
81,RBBP7
82,CD74
83,C3
84,ANPEP
85,HIST1H2AC
86,APLP2
87,COX7C
88,RPS17
89,CTSB
90,MYL12B
91,RPL21
92,ELF5
93,TAGLN
94,CDK2AP1
95,PRDX4
96,DSTN
97,GSN
98,COL3A1
99,SPARC
100,KCNN4
101,RPLP1
102,KRT19
103,AIM1
104,LGALS1
105,GJA1
106,HSPA5
107,LTF
108,MYLK
109,RPL10A
110,IDH1
111,COX6C
112,ANXA2
113,COL1A1
114,RPS5
115,ACTN4
116,XIST
117,COL6A3
118,SERPINF1
119,PTPRF
120,ANXA5
121,UBB
122,MGP
123,RPS27A
124,EEF1A1
