,0
0,H1F0
1,DDR1
2,NPM1
3,PSMB5
4,RHOC
5,TCEAL1
6,ANXA5
7,BTG1
8,IER3
9,GTF2IP1
10,MTCH1
11,RPS13
12,CREG1
13,ADIRF
14,YWHAQ
15,HMGN3
16,DYNLL1
17,HSP90AA1
18,AMIGO2
19,KRT18
20,HEBP1
21,EFNA1
22,VAMP8
23,SDCBP
24,RPL39
25,SUMO2
26,RPL23A
27,CYCS
28,C6ORF211
29,CCNG2
30,NPTN
31,HLA-A
32,MDH1
33,TCEAL4
34,RPSA
35,REEP5
36,EIF3D
37,HMGN1
38,GABARAP
39,RPL11
40,RSL24D1
41,VDAC2
42,LAPTM4B
43,TMA7
44,B2M
45,RPS26
46,TUBB
47,TXNIP
48,RPLP1
49,ATP5E
50,MIF
51,MLPH
52,RPL6
53,KIAA0101
54,RAN
55,TUBA1B
56,MT1X
57,HSPA1A
58,UQCRH
59,PRDX4
60,GATA3
61,RPS15
62,ARL6IP5
63,FOXA1
64,S100A10
65,PPIA
66,PLK2
67,CD24
68,RPL18AP3
69,HSP90AB1
70,HSPA8
71,TMSB10
72,RPL9
73,RPS27
74,NME1-NME2
75,MT2A
76,RPS18
77,SLC39A6
78,TACSTD2
79,RPL26
80,SH3YL1
81,MFSD1
82,CDH1
83,TUBA1C
84,CEBPB
85,SLC25A5
86,CAPNS1
87,CD99
88,SLC6A14
89,HINT1
90,COX6C
91,PSME1
92,HIST1H2AC
93,EIF4A2
94,SNRPD2
95,NACAP1
96,TM9SF2
97,RPL17
98,CA12
99,TMSB4X
100,KLHDC2
101,CDH3
102,OAZ1
103,PEG10
104,SERPINA3
105,PSMA1
106,GDI2
107,XBP1
108,DSP
109,TUBB4B
110,DSTN
111,ANXA2
112,NPY1R
113,TMEM59
114,RPL36A
115,MYL12B
116,VPS28
117,TFRC
118,AGR2
119,GAPDH
120,HERPUD1
121,PPIB
122,PPP1R3C
123,NACA
124,RPL4
125,PPT1
126,TPBG
127,GSTM3
128,FTL
129,TMBIM6
130,EEF2
131,CDIPT
132,SLC38A1
133,CST3
134,CD63
135,UBA52
136,PABPC3
137,HSPB1
138,STUB1
139,MRPL3
140,TPD52L1
141,H3F3AP4
142,CDK2AP1
143,BASP1
144,CCT5
145,YBX1
