,0
0,EIF4A2
1,EEF2
2,RPL26
3,HNRNPA1P10
4,TUBA1B
5,GTF2IP1
6,RPS13
7,TMSB4X
8,HMGN1
9,HLA-A
10,MARCKSL1
11,SNRPD2
12,RPS8
13,UBC
14,H3F3B
15,FOXA1
16,SDCBP
17,HSPA8
18,SLC25A5
19,RPS18
20,AGR2
21,PLK2
22,SUMO2
23,PABPC3
24,HEBP1
25,HSPB1
26,NPY1R
27,RPLP0
28,IGFBP4
29,KRT18
30,TPT1
31,BASP1
32,B2M
33,GSTM3
34,DDR1
35,YWHAZ
36,RPL5
37,GDI2
38,ATP5E
39,CD63
40,NACA
41,HSP90AB1
42,NPM1
43,TPBG
44,TCEAL4
45,CDH1
46,TUBB4B
47,RAN
48,H1F0
49,UQCRH
50,DSP
51,TMEM59
52,PTGES3
53,GABARAP
54,CD9
55,PSME1
56,BTG1
57,RPS26
58,GATA3
59,CD24
60,RPL17
61,RPS3A
62,RPL8
63,EIF3D
64,MT1X
65,DBI
66,CEBPB
67,TPD52L1
68,TCEAL1
69,RLIM
70,S100A10
71,MIF
72,TMSB10
73,RPL6
74,TRIM28
75,ADIRF
76,SH3YL1
77,EFNA1
78,RPL39
79,CD99
80,QARS
81,HSP90AA1
82,ATP1B3
83,TUBB
84,PSMB5
85,DHCR24
86,MT2A
87,MRPL3
88,PPIB
89,PEG10
90,NDUFA13
91,SERPINA3
92,AHCY
93,TACSTD2
94,VAMP8
95,IER2
96,HIF1A
97,RPS27
98,TMBIM6
99,C6ORF211
100,ATP5F1
101,TM9SF2
102,HIST1H2AC
103,KLHDC2
104,CREG1
105,VDAC2
106,HMGN2
107,PPT1
108,SLC38A1
109,CCNG2
110,RPS17
111,AMIGO2
112,MYL12B
113,REEP5
114,CDK2AP1
115,DSTN
116,NME1-NME2
117,CCT5
118,PPP1R3C
119,CYCS
120,RPLP1
121,KRT19
122,TUBA1C
123,NBPF10
124,FAU
125,HSPA5
126,MLPH
127,YBX1
128,S100P
129,RPS15
130,TXNIP
131,ANXA2
132,HMGN3
133,CDH3
134,CAPNS1
135,NPTN
136,CA12
137,NSA2
138,TFRC
139,IFI30
140,PEBP1
141,EEF1A1
