,0
0,H1F0
1,DDR1
2,S100P
3,NPM1
4,PSMB5
5,HSPA5
6,TCEAL1
7,BTG1
8,NBPF10
9,GTF2IP1
10,RPS13
11,CREG1
12,ADIRF
13,HMGN3
14,HSP90AA1
15,RPLP0
16,AMIGO2
17,KRT18
18,HEBP1
19,EFNA1
20,VAMP8
21,SDCBP
22,RPL39
23,SUMO2
24,PTGES3
25,CYCS
26,C6ORF211
27,CCNG2
28,NPTN
29,KRT19
30,HLA-A
31,TCEAL4
32,REEP5
33,EIF3D
34,EEF1A1
35,HMGN1
36,GABARAP
37,VDAC2
38,B2M
39,HNRNPA1P10
40,RPS3A
41,RPS26
42,TUBB
43,TXNIP
44,RPLP1
45,RLIM
46,ATP5E
47,MIF
48,MLPH
49,RPL6
50,IGFBP4
51,RAN
52,TUBA1B
53,MT1X
54,UQCRH
55,GATA3
56,TRIM28
57,RPS15
58,FOXA1
59,YWHAZ
60,IFI30
61,S100A10
62,PLK2
63,CD24
64,HSP90AB1
65,FAU
66,HSPA8
67,TMSB10
68,H3F3B
69,RPS27
70,NME1-NME2
71,MT2A
72,RPS18
73,RPL8
74,TACSTD2
75,RPL26
76,SH3YL1
77,CDH1
78,TUBA1C
79,CEBPB
80,SLC25A5
81,CAPNS1
82,CD99
83,ATP5F1
84,HMGN2
85,MARCKSL1
86,DBI
87,IER2
88,AHCY
89,PEBP1
90,PSME1
91,ATP1B3
92,HIST1H2AC
93,EIF4A2
94,SNRPD2
95,TM9SF2
96,NDUFA13
97,RPL17
98,CA12
99,TMSB4X
100,KLHDC2
101,CDH3
102,PEG10
103,RPS17
104,SERPINA3
105,GDI2
106,RPS8
107,HIF1A
108,UBC
109,DSP
110,TUBB4B
111,DSTN
112,ANXA2
113,NPY1R
114,TMEM59
115,MYL12B
116,TPT1
117,TFRC
118,AGR2
119,PPIB
120,PPP1R3C
121,NACA
122,PPT1
123,TPBG
124,GSTM3
125,TMBIM6
126,EEF2
127,NSA2
128,QARS
129,SLC38A1
130,RPL5
131,CD63
132,PABPC3
133,HSPB1
134,MRPL3
135,TPD52L1
136,CD9
137,CDK2AP1
138,DHCR24
139,BASP1
140,CCT5
141,YBX1
