,0
0,APOD
1,FN1
2,S100A6
3,PCOLCE
4,HSPA5
5,RPS16
6,BST2
7,RPL10A
8,CFD
9,CPA3
10,BTG1
11,TIMP1
12,RPL22
13,KDELR2
14,MGP
15,COX8A
16,KRT5
17,RPS23
18,IGFBP7
19,PTN
20,PROM1
21,YWHAQ
22,CALM2
23,SPON2
24,GLTSCR2
25,RPLP0
26,KRT18
27,ALDOA
28,SDCBP
29,TSC22D1
30,KRT19
31,DPT
32,ALDH2
33,SERPINE2
34,ACTA2
35,CD59
36,MDH1
37,REEP5
38,EEF1A1
39,HMGN1
40,GABARAP
41,APLP2
42,NET1
43,C4A
44,LAPTM4B
45,DCN
46,B2M
47,TGFBI
48,COL3A1
49,RPS3A
50,RPS26
51,TXNIP
52,UQCRB
53,RPL41
54,UBB
55,AHNAK
56,MIF
57,TAGLN
58,RPL21
59,SLPI
60,IGFBP4
61,RAN
62,CD53
63,SPP1
64,NFKBIA
65,GLUL
66,SPINT2
67,RPS2
68,ARL6IP5
69,GPX4
70,S100A10
71,PPIA
72,PLK2
73,LTBP3
74,CD24
75,HSP90AB1
76,HSPA8
77,RPL9
78,H3F3B
79,PABPC1
80,SLC25A3
81,MT2A
82,RPL8
83,CD74
84,TM4SF1
85,TACSTD2
86,MYH11
87,CDH1
88,TUBA1C
89,CEBPB
90,SLC25A5
91,IGFBP2
92,VIM
93,CAPNS1
94,GJA1
95,RPS29
96,COL5A2
97,SNX3
98,ATP5F1
99,SDC4
100,ALCAM
101,LGALS1
102,IGF1
103,RNASE4
104,DBI
105,CTGF
106,COX6C
107,PEBP1
108,KRT15
109,ATP1B3
110,COL1A1
111,LUM
112,TMSB4X
113,RBBP7
114,CCL2
115,RPL18
116,IFI27
117,PDCD4
118,SPARC
119,OXTR
120,RPS17
121,FABP4
122,CTSK
123,C3
124,XBP1
125,CITED1
126,EEF1B2
127,COL5A1
128,UBC
129,DSP
130,TUBB4B
131,ANXA2
132,CD81
133,MYL12B
134,RPS9
135,RARRES2
136,GPNMB
137,NDRG2
138,RPL32
139,CHCHD2
140,GAPDH
141,HBB
142,MYLK
143,HBA1
144,RPS19
145,MYL6
146,ANXA1
147,RPS27A
148,EEF2
149,ANPEP
150,NDRG1
151,CST3
152,FBN1
153,RPL5
154,CD63
155,CD48
156,RPL12
157,LAPTM5
158,MMP7
159,CD9
160,CRABP2
161,CSRP1
162,GNAS
163,GSN
164,C1S
165,RPL34
