0
RGS1
TRIB1
FOS
ATF3
DUSP2
EGR1
MCL1
SGK1
BTG2
UBC
CYR61
HLA-C
LDHB
CCNL1
ADAMTS1
DUSP1
FOSB
JUND
ODC1
ZFP36
IER2
NFIL3
JUN
KLF10
RGCC
