,0
0,ZNF701
1,RASSF6
2,MBOAT2
3,CDC14A
4,APOL6
5,AGR2
6,FRMD3
7,STC1
8,CYP2B7P
9,SYTL2
10,GALNT7
11,IFIT3
12,CHPT1
13,CYR61
14,SLC26A2
15,PSMB9
16,VTCN1
17,HBEGF
18,LRFN4
