,0
0,NR1I3
1,SLC39A1
2,CBR3
3,HLA-A
4,CD320
5,NME6
6,C19ORF24
7,SLC25A5P1
8,ABCA17P
9,METTL18
10,IGHV4-39
11,MNX1
12,SGK1
13,ALOX12
14,SCML1
15,COL4A6
16,PTPDC1
17,PRDM11
18,ZFP3
19,FAM46B
20,SAT1
21,ZNF107
22,ATF5
23,TAP1
24,ZMYND19
25,GLA
26,IMMP2L
27,CCDC39
28,JTB
29,SHC2
30,IGSF22
31,BTG2
32,ANKRD49
33,KANSL1
34,EPYC
35,LINC00176
36,HLA-F
37,ZNF350
38,IGHG1
39,ANXA8
40,MFSD14B
41,RGS1
42,MATN3
43,PLEKHG2
44,GUCY2D
45,PITPNM2
46,PPP1R15A
47,P4HA3
48,MT1X
49,HLA-B
50,SLC2A10
51,ZNF887P
52,DUSP2
53,XKR6
54,KLK4
55,PLOD3
56,B3GNT5
57,SOD2
58,AC079776.2
59,FIBCD1
60,IFITM1
61,SDC2
62,TRIB1
63,SFRP2
64,RP11-385D13.1
65,TLR3
66,TFCP2L1
67,WISP1
68,KCNA2
69,RP11-974F13.1
70,VWFP1
71,GLRX2
72,IL1B
73,TRIQK
74,ZNF248
75,SLC20A2
76,RNF103
77,NR4A1
78,TMPRSS2
79,PHLPP1
80,IFI35
81,ENTPD2
82,CTLA4
83,EFCC1
84,ARC
85,ZNF385D
86,PDE8B
87,TBC1D1
88,CYSRT1
89,PNMA3
90,ATP10D
91,TCEA1
92,RBM24
93,PCDHGB1
94,TMEM47
95,LYPLA1
96,VSIG2
97,GAB2
98,ZNF701
99,MUC20P1
100,RASSF6
101,ST14
102,AKAP2
103,MBOAT2
104,SLC23A3
105,"AC074141.3
"
106,MOSPD1
107,HDAC6
108,ZBTB41
109,FRMD3
110,FXYD3
111,MIEN1
112,GADD45B
113,ZFAND5
114,ODC1
115,SYNDIG1
116,ZNF137P
117,GBP2
118,"ADGRE5
"
119,IL17RC
120,TCTE3
121,SCYL3
122,CCDC86
123,L3MBTL4
124,PDZK1
125,NKPD1
126,FREM2
127,PPP1R3D
128,C3ORF80
129,GIPC1
130,TNFAIP3
131,AC093162.5
132,LIPH
133,CELSR3
134,CPOX
135,ZNF879
136,TMEM87B
137,CYP2R1
138,FAM162A
139,IRF2BPL
140,GPR39
141,LSAMP
142,UBC
143,ZNF841
144,IRF1
145,CCNI
146,LDHB
147,POSTN
148,WARS
149,CREG2
150,CERS4
151,ZNF597
152,C15ORF62
153,CHODL
154,CUEDC1
155,PNKD
156,TGFBR3L
157,CHPT1
158,TSPYL2
159,MBD4
160,SRGN
161,CYP4F12
162,PSMB9
163,RAPGEF2
164,TAP2
165,VTCN1
166,TARSL2
167,FAM153C
168,TDGF1
169,PLA2G4F
170,IGSF3
171,C19ORF25
172,ATG16L1
173,SUSD3
174,MPP7
175,FOS
176,AFMID
177,IRX1
178,SYTL2
179,RP11-15K19.2
180,ZNF432
181,FLT1
182,PLCL1
183,ADIPOR1
184,OR13E1P
185,SLC8A1
