,0
0,CDH1
1,CCNB1
2,MAPK8
3,"MAP3K11
"
4,AXIN1
5,AKT1
6,RAC1
7,MMP9
8,APC
9,GSK3B
10,CDK4
11,MMP2
12,LRP5
13,FZD7
14,MMP3
15,RHOA
16,MYC
17,LRP6
18,MAPK9
19,FOS
20,CTNNB1
21,VEGFA
22,CCND1
23,MAP3K1
24,MMP7
25,JUN
