,0
0,SREBF1
1,PARP14
2,NEBL
3,IGFBP3
4,PXMP4
5,GPC6
6,THBS1
7,GHR
8,ST6GAL1
9,HPGD
10,SYTL2
11,RNF152
12,S100A7
13,SLC26A2
14,PRSS23
15,CCDC129
16,VTCN1
17,PMAIP1
18,CCNA1
19,ZNF750
