,0
0,PTGES
1,ELF3
2,FANCD2
3,CDCA7
4,C1QTNF6
5,SLC2A1
6,TMEM154
7,PARP9
8,IL24
9,SERPINA3
10,CDKN2C
11,YPEL2
12,PDZK1
13,SLFN5
