,0
0,IL24
1,CYP24A1
2,DNAJB9
3,ITGA2
4,FAM189A2
5,SNX24
6,KIF3A
7,KIF16B
8,FDFT1
9,KDM7A
10,WWC1
11,GJA1
12,EGR1
13,FHL1
14,FOS
15,MAML3
16,PLAT
17,SLC4A7
