0
EGFR
STAT1
SMAD4
MTOR
MYC
SMAD7
PTEN
CDH1
TP53
CCND1
HDAC1
CTNNB1
CDK4
CDK2
BCL2
BAX
VEGFA
JUN
SP1
BRAF
MDM2
MAPK1
AKT1
