,0
0,HMMR
1,KIF2C
2,CENPF
3,PTTG1
4,KIF11
5,RACGAP1
6,ZWINT
7,NUF2
8,CCNE2
9,PDZK1
10,ASPM
11,KIF14
12,BLM
13,EZH2
14,CDKN3
15,CDC20
16,TOP2A
17,KIF4A
18,GINS1
19,ELOVL7
20,CDK1
21,KIF18B
22,NCAPG
23,CCNB1
24,CDCA3
25,TXNIP
26,KIAA0101
27,CCNA2
28,NUSAP1
29,UHRF1
30,PBK
31,ZNF367
32,BUB1B
33,FANCI
34,FAM64A
35,AURKA
36,MELK
37,RRM2
38,DEPDC1
39,LMNB1
40,MYBL2
41,NDC80
42,TACC3
43,NEK2
44,DLGAP5
45,FAM72D
46,FAM83D
47,ASF1B
48,CDCA5
49,SPAG5
50,KIF15
51,HJURP
52,PRC1
53,CXCL12
54,UBE2T
55,CEP55
56,PRIMA1
57,COL5A1
58,RAD51AP1
59,TPX2
60,CDCA8
61,UBE2C
62,KIF20A
63,CENPA
64,KPNA2
65,CKS2
66,TRIP13
67,TTK
68,FOXM1
69,PDLIM3
70,UBE2S
71,CENPE
72,HMGB3
73,MKI67
74,GAS2L3
75,MAD2L1
76,ANLN
77,S100A7
