,0
0,RRM2
1,H1F0
2,DDR1
3,PIK3R3
4,UBE2T
5,YPEL5
6,PNRC1
7,TUBB4B
8,CDKN3
9,NRIP1
10,CDK1
11,TPX2
12,CELSR2
13,TCEAL1
14,TUBA1C
15,CCNB1
16,TUBA1A
17,UBE2C
18,FAM72D
19,HMGN2
20,CTSD
21,TUBB
22,TXNIP
23,TMEM106C
24,RANBP1
25,GREB1
26,PRSS23
27,KIF20A
28,DDX39A
29,TYMS
30,PTTG1
31,RNASEH2A
32,FAM83D
33,HIST1H2BD
34,RACGAP1
35,MLPH
36,KPNA2
37,SYTL2
38,CKS2
39,TUBA1B
40,HIST1H2AC
41,CCT5
42,RFX5
43,UBE2S
44,KNSTRN
45,PBK
46,HSP90AA1
47,FOXA1
48,LXN
49,CDC20
50,PSMC3
51,TFF1
52,HIST2H2BE
53,SERPINA3
54,ARL6IP1
55,MAD2L1
56,ABAT
57,CACYBP
58,TM7SF2
59,CKS1B
60,S100A7
61,HSPB8
62,PRC1
63,RET
