,0
0,UBE2C
1,TUBB4B
2,YPEL5
3,MTHFD1
4,CXCL12
5,PCNA
6,XBP1
7,ARL6IP1
8,SLC7A2
9,CDK1
10,CACYBP
11,DUT
12,PSMC3
13,H1F0
14,GINS1
15,PIK3R3
16,CTSD
17,HSP90AA1
18,MELK
19,PRC1
20,ABAT
21,TUBB
22,FOXA1
23,CCT5
24,MCM6
25,GMNN
26,HIST2H2AA4
27,MCM7
28,MAD2L1
29,NRIP1
30,TUBA1C
31,GREB1
32,PTMA
33,KPNA2
34,RANBP1
35,FAM214A
36,B4GALT1
37,HIST1H2BD
38,SERPINA3
39,MLPH
40,SYTL2
41,HSPB8
42,TXNIP
43,UBE2T
44,UBE2S
45,CELSR2
46,RET
47,SRSF1
48,CCND1
49,DDR1
50,TUBA1A
51,S100A7
52,HIST1H2AC
53,MCM2
54,PRSS23
55,RFX5
56,RRM2
57,LXN
58,CKS1B
59,HMGN2
60,PNRC1
61,TP53INP1
62,FEN1
63,RNASEH2A
64,UHRF1
65,PBK
66,CKS2
