,0
0,MUC1
1,HMMR
2,CDCA7
3,C14ORF132
4,AREG
5,ANP32E
6,KIF2C
7,CENPF
8,PTTG1
9,KIF11
10,RACGAP1
11,ZWINT
12,NUF2
13,CCNE2
14,FAM214A
15,PDZK1
16,ASPM
17,KIF14
18,BLM
19,EZH2
20,CDKN3
21,CDC20
22,TOP2A
23,KIF4A
24,GINS1
25,CDK1
26,KIF18B
27,NCAPG
28,CCNB1
29,CDCA3
30,MLPH
31,SYTL2
32,CCNA2
33,NUSAP1
34,UHRF1
35,PBK
36,ZNF367
37,SHCBP1
38,BUB1B
39,FOXA1
40,FANCI
41,TCF19
42,TFF1
43,FAM64A
44,AURKA
45,MELK
46,CKAP2L
47,RRM2
48,KIAA1324
49,SPC25
50,DEPDC1
51,LMNB1
52,MYBL2
53,NDC80
54,TACC3
55,NEK2
56,DLGAP5
57,FAM72D
58,ALCAM
59,CPE
60,BHLHE40
61,PSRC1
62,FAM83D
63,ASF1B
64,CDCA5
65,KIF15
66,LAMB2
67,HJURP
68,CDC45
69,PRC1
70,CXCL12
71,PREX1
72,UBE2T
73,CEP55
74,RAD51AP1
75,TPX2
76,CDCA8
77,UBE2C
78,KIF20A
79,MCM2
80,CENPA
81,RNASEH2A
82,KPNA2
83,CKS2
84,TRIP13
85,TTK
86,FOXM1
87,NBEA
88,UBE2S
89,TBC1D9
90,CENPE
91,HMGB3
92,TFF3
93,MKI67
94,NCAPD2
95,GAS2L3
96,MAD2L1
97,ANLN
98,S100A7
