,0
0,HMMR
1,KIF2C
2,CENPF
3,PTTG1
4,KIF11
5,RACGAP1
6,ZWINT
7,NUF2
8,PDZK1
9,ASPM
10,KIF14
11,BLM
12,EZH2
13,CDKN3
14,CDC20
15,OIP5
16,ACTA2
17,TOP2A
18,KIF4A
19,GINS1
20,CDK1
21,KIF18B
22,NCAPG
23,NGFR
24,CCNB1
25,CDCA3
26,ARHGAP19
27,TXNIP
28,SERHL2
29,CCNA2
30,NUSAP1
31,UHRF1
32,PBK
33,ZNF367
34,BUB1B
35,FANCI
36,FAM64A
37,AURKA
38,MELK
39,RRM2
40,DEPDC1
41,LMNB1
42,LGR6
43,MYBL2
44,NDC80
45,TACC3
46,NEK2
47,DLGAP5
48,FAM83D
49,RNF150
50,SOCS2
51,IFFO2
52,ASF1B
53,CDCA5
54,SPAG5
55,KIF15
56,HJURP
57,PLIN1
58,PRC1
59,CXCL12
60,UBE2T
61,CEP55
62,PRIMA1
63,CEACAM6
64,CRACR2B
65,TPX2
66,CDCA8
67,UBE2C
68,NTN4
69,KIF20A
70,CENPA
71,KPNA2
72,TRIP13
73,TTK
74,CENPE
75,CSTA
76,HMGB3
77,MKI67
78,GAS2L3
79,MAD2L1
80,ANLN
