,0
0,UBE2C
1,ABCE1
2,TUBB4B
3,PLEKHF2
4,MTHFD1
5,CXCL12
6,XBP1
7,CDK1
8,PBK
9,TUBB3
10,SLC19A2
11,IRF2BPL
12,GINS1
13,MELK
14,PRC1
15,TUBB
16,MCM6
17,CLU
18,MCM7
19,NTN4
20,LITAF
21,MAD2L1
22,TUBA1C
23,VMP1
24,MRPL3
25,KPNA2
26,NFKBIA
27,TMEM150C
28,FBP1
29,BRIP1
30,PKIB
31,B4GALT1
32,MLPH
33,FAM214A
34,SYTL2
35,TXNIP
36,TACSTD2
37,SPDEF
38,UBE2T
39,SAT1
40,IER3
41,CSTA
42,IRF9
43,BRI3BP
44,HNRNPAB
45,DDR1
46,TSKU
47,SOCS2
48,XPOT
49,HIST1H2AC
50,MCM2
51,PRSS23
52,RFX5
53,RRM2
54,LXN
55,TP53INP1
56,FEN1
57,RNASEH2A
58,UHRF1
59,SIAH2
60,FAM107B
