,0
0,RRM2
1,DDR1
2,BRIP1
3,PKIB
4,UBE2T
5,ABCE1
6,LITAF
7,TACSTD2
8,TUBB4B
9,CDKN3
10,CDK1
11,GRN
12,TPX2
13,TCEAL1
14,TUBA1C
15,CCNB1
16,UBE2C
17,CLU
18,TUBB3
19,TXNIP
20,TUBB
21,PRSS23
22,NTN4
23,TMEM150C
24,KIF20A
25,FBP1
26,PTTG1
27,RNASEH2A
28,VMP1
29,MLPH
30,RACGAP1
31,SAT1
32,FAM83D
33,KPNA2
34,SOCS2
35,SYTL2
36,HNRNPAB
37,TSKU
38,TUBA1B
39,HIST1H2AC
40,IRF2BPL
41,RFX5
42,KNSTRN
43,PLEKHF2
44,PBK
45,CSTA
46,LXN
47,HSPB1
48,CDC20
49,MRPL3
50,TFF1
51,IRF9
52,SELENBP1
53,MAD2L1
54,ZWILCH
55,SIAH2
56,PRC1
