,0
0,UBE2C
1,ABCE1
2,ZWILCH
3,TUBB4B
4,PLEKHF2
5,PTTG1
6,CCNB1
7,TUBA1B
8,CDK1
9,PBK
10,KIF20A
11,RACGAP1
12,TUBB3
13,IRF2BPL
14,PRC1
15,SELENBP1
16,TUBB
17,CDKN3
18,CLU
19,TPX2
20,NTN4
21,LITAF
22,MAD2L1
23,TUBA1C
24,KNSTRN
25,VMP1
26,MRPL3
27,KPNA2
28,HSPB1
29,TMEM150C
30,GRN
31,FBP1
32,BRIP1
33,PKIB
34,MLPH
35,TXNIP
36,SYTL2
37,TACSTD2
38,UBE2T
39,TFF1
40,SAT1
41,FAM83D
42,CSTA
43,IRF9
44,HNRNPAB
45,DDR1
46,TSKU
47,TCEAL1
48,SOCS2
49,CDC20
50,HIST1H2AC
51,PRSS23
52,RRM2
53,LXN
54,RFX5
55,RNASEH2A
56,SIAH2
