,0
0,TUFT1
1,DDIT4
2,PKIB
3,BRIP1
4,RBM24
5,UBE2T
6,SETP4
7,RAB27B
8,RAB31
9,HIF1A
10,MREG
11,GLA
12,NRIP1
13,EGR3
14,NPY1R
15,STIP1
16,FDFT1
17,CELSR2
18,SIAH2
19,PPM1K
20,CEBPB
21,SGCG
22,HILPDA
23,DYNLT3
24,GREB1
25,PRSS23
26,TMEM150C
27,NTN4
28,TMEM64
29,MLPH
30,ARMCX6
31,SEPP1
32,TPBG
33,PGR
34,SOCS2
35,SLC26A2
36,IGFBP4
37,CA12
38,PPIF
39,BCAS3
40,AMD1
41,SYTL5
42,ACSL3
43,GEMIN5
44,SLC12A2
45,SLC38A2
46,GRB14
47,SLC9A3R1
48,LOC100506847
49,EFNA1
50,ID1
51,SLC7A5
52,HSPB8
53,ALYREF
54,CXXC5
55,RET
