,0
0,EFNA1
1,DDIT4
2,STIP1
3,CXXC5
4,RAB31
5,SLC12A2
6,ID1
7,SLC9A3R1
8,NTN4
9,TMEM64
10,AMD1
11,NRIP1
12,ALYREF
13,SYTL5
14,GREB1
15,MREG
16,NPY1R
17,TMEM150C
18,ARMCX6
19,HILPDA
20,BRIP1
21,PKIB
22,GEMIN5
23,MLPH
24,PPM1K
25,HSPB8
26,SLC7A5
27,IGFBP4
28,ACSL3
29,UBE2T
30,CELSR2
31,HIF1A
32,SGCG
33,RET
34,GRB14
35,TUFT1
36,CEBPB
37,SEPP1
38,GLA
39,SOCS2
40,CA12
41,SLC26A2
42,EGR3
43,RAB27B
44,DYNLT3
45,SLC38A2
46,PRSS23
47,BCAS3
48,SETP4
49,RBM24
50,LOC100506847
51,PPIF
52,PGR
53,FDFT1
54,SIAH2
55,TPBG
