0
RAF1
PIK3R1
IGF1R
MAP2K1
MYC
MTOR
PTEN
CCND1
TP53
CTNNB1
IGF1
PIK3CA
FOS
BAX
SHC1
JUN
GRB2
SP1
BRAF
GSK3B
MAPK1
CDKN1A
AKT1
MAPK3
