0
RAF1
SOS1
IGF1R
TCF7
MAP2K2
MTOR
MYC
MAP2K1
TP53
CTNNB1
IGF1
PIK3CA
FOS
BAX
SHC1
LEF1
JUN
GRB2
GSK3B
MAPK1
AKT1
MAPK3
