0
MYC
RAD50
PIK3R2
CDK4
CTNNB1
ARAF
MAPK1
RB1
AKT1
SP1
ATR
TP53
JUN
GADD45A
MTOR
EGFR
ATM
PTEN
ESR1
BAX
RAD51
BRCA2
BRAF
BAK1
E2F1
CCND1
BRCA1
NCOA3
KRAS
