,0
0,RAF1
1,IGF1R
2,BAX
3,MTOR
4,MAP2K1
5,SHC1
6,AKT1
7,CDKN1A
8,BRAF
9,GRB2
10,GSK3B
11,MAPK3
12,MAPK1
13,MYC
14,FOS
15,CTNNB1
16,PIK3CA
17,PTEN
18,SP1
19,CCND1
20,PIK3R1
21,IGF1
22,JUN
23,TP53
