,0
0,MYC
1,LRP6
2,FOS
3,APC
4,JUN
5,WNT11
6,GSK3B
7,CDK4
8,AXIN1
9,CTNNB1
10,WNT10B
11,LRP5
12,FZD7
13,AXIN2
14,AKT1
15,WNT3A
16,WNT5A
17,CCND1
