,0
0,H1F0
1,HSP90B1
2,MANF
3,PSAP
4,MORF4L1
5,HSPA5
6,CLU
7,JTB
8,PRDX6
9,SAT1
10,LCN2
11,CSDE1
12,TFAP2C
13,NDUFS3
14,KRT18
15,ACTB
16,HADHB
17,VAMP8
18,COMT
19,CYC1
20,KRT19
21,ISOC1
22,NDUFB9
23,CCT7
24,EEF1A1
25,B2M
26,RPS26
27,RPLP1
28,RPL6
29,RAN
30,TUBA1B
31,UQCRH
32,FXYD3
33,GATA3
34,PKM
35,TRIM28
36,S100A10
37,OSTC
38,HSP90AB1
39,SLC7A5
40,HSPA8
41,H3F3B
42,SCP2
43,RPL37A
44,CEBPB
45,CTSD
46,NDUFS5
47,EPCAM
48,MARCKSL1
49,DBI
50,IER2
51,SOCS2
52,ATP1B3
53,HIST1H2AC
54,EIF4A2
55,RPL22L1
56,ECH1
57,ID2
58,COX7A2
59,ATP6V1A
60,RPS17
61,CHCHD10
62,IFITM3
63,HIF1A
64,SNRPB
65,LITAF
66,DSTN
67,ANXA2
68,TMEM59
69,RPL19
70,MYL12A
71,MYL12B
72,TUBA1A
73,RPL7A
74,NACA
75,PLP2
76,EEF2
77,KRT8
78,CS
79,PTP4A1
80,TKT
81,ADIPOR2
82,SLC12A2
83,TPD52L1
84,GOLPH3
85,CD9
86,SLC3A2
87,CDK2AP1
88,ACTG1
89,BASP1
