,0
0,H1F0
1,PSAP
2,MORF4L1
3,HSPA5
4,CLU
5,IER3
6,COX6A1
7,LY6E
8,SAT1
9,TFAP2C
10,HSPA9
11,KRT18
12,ACTB
13,HADHB
14,COMT
15,CYC1
16,KRT19
17,CCT7
18,EEF1A1
19,YWHAG
20,B2M
21,RPS26
22,FTH1
23,RAN
24,HSPA1A
25,CALM1
26,MRFAP1
27,GATA3
28,RPS2
29,S100A10
30,PPIA
31,OSTC
32,HSP90AB1
33,SLC7A5
34,HSPA8
35,SLC1A5
36,RPL37A
37,SLC25A1
38,CEBPB
39,CTSD
40,HMGCS1
41,LGALS1
42,EPCAM
43,MARCKSL1
44,DBI
45,SOCS2
46,ATP1B3
47,HIST1H2AC
48,NCL
49,RPL22L1
50,ID2
51,NDUFAB1
52,COX7A2
53,RPS17
54,CHCHD10
55,XBP1
56,IFITM3
57,NUTF2
58,HIF1A
59,LITAF
60,DSTN
61,PTMA
62,CD81
63,TMEM59
64,MYL12B
65,TUBA1A
66,GNG5
67,PPP1CC
68,RPS19
69,EEF2
70,CS
71,ARPC3
72,PTP4A1
73,TKT
74,RPL13A
75,ADIPOR2
76,SLC12A2
77,RPS6
78,TPD52L1
79,SLC3A2
80,GNAS
81,ACTG1
82,SERINC3
83,BASP1
84,HSPA1B
