,0
0,EIF4A2
1,EEF2
2,TUBA1B
3,NDUFS5
4,SLC12A2
5,MARCKSL1
6,H3F3B
7,HSPA8
8,PTP4A1
9,ATP6V1A
10,KRT18
11,SAT1
12,BASP1
13,ECH1
14,B2M
15,SOCS2
16,PSAP
17,RPL22L1
18,NACA
19,HSP90AB1
20,ACTB
21,JTB
22,HADHB
23,CYC1
24,RAN
25,MORF4L1
26,H1F0
27,UQCRH
28,ID2
29,TMEM59
30,CD9
31,CLU
32,IFITM3
33,MYL12A
34,RPS26
35,GATA3
36,KRT8
37,SNRPB
38,HSP90B1
39,PLP2
40,DBI
41,CEBPB
42,TPD52L1
43,EPCAM
44,ISOC1
45,S100A10
46,CCT7
47,TRIM28
48,RPL6
49,ATP1B3
50,LITAF
51,GOLPH3
52,ACTG1
53,CS
54,SLC7A5
55,VAMP8
56,IER2
57,HIF1A
58,ADIPOR2
59,RPL7A
60,TUBA1A
61,HIST1H2AC
62,CHCHD10
63,CSDE1
64,OSTC
65,PKM
66,RPL19
67,COMT
68,RPS17
69,MYL12B
70,RPL37A
71,PRDX6
72,CDK2AP1
73,CTSD
74,DSTN
75,LCN2
76,TKT
77,MANF
78,RPLP1
79,KRT19
80,FXYD3
81,COX7A2
82,HSPA5
83,TFAP2C
84,NDUFS3
85,ANXA2
86,SCP2
87,SLC3A2
88,NDUFB9
89,EEF1A1
