,0
0,MARCKS
1,XBP1
2,HMGCS1
3,ELF5
4,NPNT
5,SREBF1
6,ID2
7,CTSD
8,PTP4A1
9,HSPA8
10,KCNN4
11,LITAF
12,RAMP1
13,THBS1
14,GJA1
15,IRX3
16,GHR
17,RAB3D
18,SLC7A5
19,TGFB3
20,ERBB3
21,FASN
22,SAT1
23,BASP1
24,TPD52L1
25,SLC29A1
26,SOCS2
27,SLC3A2
28,HSP90AB1
29,CTSH
30,PLIN4
