,0
0,EEF2
1,SLC12A2
2,COX6A1
3,MARCKSL1
4,HSPA8
5,PTP4A1
6,MRFAP1
7,RPS2
8,HSPA1A
9,KRT18
10,SAT1
11,BASP1
12,NCL
13,B2M
14,SOCS2
15,PSAP
16,YWHAG
17,RPL13A
18,RPL22L1
19,HSP90AB1
20,SLC1A5
21,CALM1
22,ACTB
23,HADHB
24,CYC1
25,RAN
26,XBP1
27,MORF4L1
28,H1F0
29,ID2
30,TMEM59
31,RPS19
32,CLU
33,IFITM3
34,SERINC3
35,PTMA
36,PPIA
37,RPS26
38,GATA3
39,PPP1CC
40,IER3
41,DBI
42,CEBPB
43,TPD52L1
44,GNG5
45,EPCAM
46,S100A10
47,NUTF2
48,CCT7
49,CD81
50,HMGCS1
51,LY6E
52,SLC25A1
53,RPS6
54,ATP1B3
55,HSPA9
56,LITAF
57,ACTG1
58,CS
59,GNAS
60,SLC7A5
61,FTH1
62,HIF1A
63,ADIPOR2
64,TUBA1A
65,HIST1H2AC
66,CHCHD10
67,OSTC
68,COMT
69,RPS17
70,MYL12B
71,RPL37A
72,CTSD
73,DSTN
74,TKT
75,KRT19
76,LGALS1
77,COX7A2
78,HSPA5
79,TFAP2C
80,NDUFAB1
81,SLC3A2
82,HSPA1B
83,ARPC3
84,EEF1A1
